name,omega1_1,phi1_1,d_1,r1_1,translate_x_1,translate_y_1,translate_z_1,rotate_phi_1,rotate_theta_1,rotate_psi_1,length_1,rmsd_1,omega1_2,phi1_2,d_2,r1_2,translate_x_2,translate_y_2,translate_z_2,rotate_phi_2,rotate_theta_2,rotate_psi_2,length_2,rmsd_2
loop_10110,1.75,2.07,1.51,2.26,-0.02,0.06,-9.08,0.01,0.01,0.00,17.00,0.12,1.75,-0.67,1.51,2.26,-4.97,-12.92,-12.92,-2.42,0.68,-1.50,17.00,0.14
loop_10111,1.75,0.37,1.51,2.26,-0.21,0.15,-10.63,0.05,0.03,0.00,18.00,0.45,1.75,0.99,1.51,2.26,-10.74,-4.48,-11.84,-2.90,0.40,-2.07,17.00,0.16
loop_10112,1.75,2.15,1.51,2.26,-0.00,0.08,-9.04,0.02,-0.01,-0.00,17.00,0.23,1.75,0.66,1.51,2.26,5.33,-10.75,-9.29,-2.56,0.09,-0.30,17.00,0.12
loop_10113,1.75,2.13,1.51,2.26,0.00,-0.04,-9.05,-0.00,0.00,-0.00,16.00,0.16,1.75,1.80,1.51,2.26,-0.42,9.87,-4.00,3.10,0.29,2.86,17.00,0.09
loop_10114,1.75,2.07,1.51,2.26,0.15,-0.04,-9.09,-0.02,-0.03,0.00,16.00,0.29,1.75,8.97,1.51,2.26,8.58,-0.94,-9.61,3.08,0.11,2.22,17.00,0.35
loop_10115,1.75,2.09,1.51,2.26,-0.04,-0.05,-9.05,-0.00,0.01,-0.00,16.00,0.12,1.75,-2.73,1.51,2.26,0.17,12.89,-3.50,2.71,0.06,0.26,18.00,0.15
loop_10116,1.75,2.12,1.51,2.26,0.08,0.00,-9.01,0.00,-0.02,-0.00,17.00,0.15,1.75,0.17,1.51,2.26,5.85,-9.37,-7.70,-2.71,0.12,-0.56,17.00,0.15
loop_10117,1.75,2.13,1.51,2.26,-0.04,0.03,-9.05,0.02,0.02,0.00,16.00,0.22,1.75,2.87,1.51,2.26,-9.39,7.02,-8.72,-2.69,1.03,-2.37,17.00,0.15
loop_10118,1.75,2.06,1.51,2.26,0.12,-0.03,-9.10,-0.02,-0.03,0.00,16.00,0.26,1.75,1.67,1.51,2.26,4.28,9.46,-7.32,2.41,0.47,1.12,17.00,0.20
loop_10119,1.75,2.10,1.51,2.26,0.02,0.07,-9.05,0.02,-0.01,-0.00,17.00,0.14,1.75,0.39,1.51,2.26,6.88,-6.78,-6.94,-2.81,0.00,-0.01,17.00,0.15
loop_1012,1.75,2.10,1.51,2.26,0.17,-0.13,-9.05,-0.05,-0.05,0.00,16.00,0.38,1.75,2.67,1.51,2.26,12.83,-4.03,-12.75,-2.83,-0.70,2.34,17.00,0.19
loop_10120,1.75,0.34,1.51,2.26,-0.10,0.07,-10.60,0.02,0.02,0.00,18.00,0.16,1.75,0.30,1.51,2.26,-11.12,-1.83,-11.51,-3.14,0.43,-3.12,17.00,0.19
loop_10121,1.75,2.12,1.51,2.26,0.22,0.04,-9.05,-0.01,-0.04,0.00,16.00,0.34,1.75,1.61,1.51,2.26,4.00,10.44,-5.84,2.71,0.43,1.56,17.00,0.11
loop_10122,1.75,2.10,1.51,2.26,0.08,-0.00,-9.07,-0.01,-0.01,0.00,16.00,0.11,1.75,-0.40,1.51,2.26,9.45,1.99,-9.83,3.09,-0.02,-0.56,17.00,0.14
loop_10123,1.75,2.09,1.51,2.26,0.07,0.11,-9.04,0.03,-0.02,-0.00,17.00,0.24,1.75,0.45,1.51,2.26,6.02,-8.13,-7.78,-2.78,0.07,-0.36,17.00,0.08
loop_10124,1.75,2.16,1.51,2.26,0.06,-0.04,-9.04,-0.00,-0.01,0.00,16.00,0.25,1.75,9.11,1.51,2.26,-2.57,8.55,-4.90,-2.96,0.43,-2.36,17.00,0.22
loop_10125,1.75,0.32,1.51,2.26,-0.13,-0.09,-10.57,-0.01,0.02,-0.00,18.00,0.29,1.75,1.34,1.51,2.26,-11.52,-2.72,-10.77,-2.94,0.38,-2.17,17.00,0.16
loop_10126,1.75,2.06,1.51,2.26,0.09,0.01,-9.10,-0.01,-0.02,0.00,16.00,0.21,1.75,0.86,1.51,2.26,7.36,10.45,-8.93,2.25,0.21,0.43,17.00,0.11
loop_10127,1.75,2.12,1.51,2.26,0.06,-0.02,-9.03,-0.01,-0.01,0.00,17.00,0.12,1.75,-0.51,1.51,2.26,2.85,-14.07,-10.27,-2.32,0.16,-0.38,17.00,0.12
loop_10128,1.75,2.08,1.51,2.26,0.13,-0.01,-9.10,-0.02,-0.03,0.00,16.00,0.30,1.75,1.77,1.51,2.26,2.93,9.33,-7.56,2.55,0.59,1.58,17.00,0.21
loop_10129,1.75,2.10,1.51,2.26,0.21,-0.06,-9.09,-0.02,-0.04,0.00,16.00,0.32,1.75,-0.57,1.51,2.26,8.63,-2.28,-11.41,-2.91,0.13,-1.00,17.00,0.19
loop_1013,1.75,2.06,1.51,2.26,-0.02,0.06,-9.09,0.02,0.01,0.00,16.00,0.19,1.75,-15.59,1.51,2.26,10.73,4.02,-9.86,3.10,-0.50,-2.98,17.00,0.23
loop_10130,1.75,2.09,1.51,2.26,0.07,-0.06,-9.04,-0.01,-0.02,0.00,17.00,0.14,1.75,-1.03,1.51,2.26,-4.26,-13.05,-12.20,-2.37,0.73,-1.50,17.00,0.07
loop_10131,1.75,2.13,1.51,2.26,0.11,0.02,-9.03,-0.00,-0.02,0.00,16.00,0.18,1.75,1.98,1.51,2.26,2.46,9.12,-4.96,2.89,0.49,2.21,17.00,0.26
loop_10132,1.75,2.17,1.51,2.26,-0.02,-0.13,-9.00,-0.02,0.02,-0.00,16.00,0.35,1.75,2.57,1.51,2.26,-9.71,8.94,-7.77,3.13,0.92,3.13,17.00,0.29
loop_10133,1.75,0.34,1.51,2.26,-0.32,0.09,-10.66,-0.01,0.02,-0.00,18.00,0.64,1.75,2.74,1.51,2.26,-5.48,8.23,-10.94,2.60,-0.19,-0.67,17.00,0.18
loop_10134,1.75,2.03,1.51,2.26,0.22,-0.34,-9.10,-0.07,-0.06,0.00,17.00,0.63,1.75,0.50,1.51,2.26,-2.86,-10.00,-7.12,3.07,0.10,1.91,14.00,0.02
loop_10135,1.75,2.09,1.51,2.26,-0.10,0.02,-9.06,0.02,0.03,0.00,16.00,0.21,1.75,2.29,1.51,2.26,4.11,8.94,-5.02,3.10,0.21,2.74,17.00,0.24
loop_10136,1.75,2.16,1.51,2.26,0.00,0.08,-9.04,0.02,-0.01,-0.00,17.00,0.27,1.75,0.68,1.51,2.26,9.26,-5.89,-9.09,-2.74,-0.09,0.45,17.00,0.23
loop_10137,1.75,2.07,1.51,2.26,-0.03,-0.09,-9.05,-0.01,0.01,-0.00,16.00,0.13,1.75,1.86,1.51,2.26,3.57,9.14,-4.32,3.03,0.21,2.20,17.00,0.16
loop_10138,1.75,2.12,1.51,2.26,0.10,-0.16,-9.09,-0.03,-0.03,0.00,16.00,0.22,1.75,2.29,1.51,2.26,1.61,9.39,-4.61,3.14,0.18,3.14,17.00,0.05
loop_10139,1.75,2.09,1.51,2.26,0.15,0.02,-9.07,-0.01,-0.03,0.00,16.00,0.25,1.75,2.35,1.51,2.26,2.82,8.07,-6.67,2.67,0.62,1.85,17.00,0.38
loop_1014,1.75,2.13,1.51,2.26,0.34,-0.14,-9.01,-0.06,-0.07,0.00,16.00,0.58,1.75,1.87,1.51,2.26,12.02,-3.33,-9.88,-2.78,-0.47,1.83,17.00,0.33
loop_10140,1.75,2.12,1.51,2.26,0.06,0.08,-9.04,0.02,-0.02,-0.00,17.00,0.21,1.75,0.65,1.51,2.26,8.84,-6.16,-6.24,-2.78,-0.10,0.54,17.00,0.15
loop_10141,1.75,2.17,1.51,2.26,0.17,0.05,-8.99,-0.00,-0.04,0.00,17.00,0.34,1.75,0.28,1.51,2.26,4.80,-8.71,-7.37,-2.82,0.16,-0.89,17.00,0.24
loop_10142,1.75,2.11,1.51,2.26,0.49,-0.49,-9.02,-0.05,-0.11,0.00,17.00,0.92,1.75,0.75,1.51,2.26,7.54,-6.41,-6.44,2.80,-0.20,-1.05,17.00,0.15
loop_10143,1.75,2.13,1.51,2.26,0.24,-0.00,-9.05,-0.03,-0.05,0.00,16.00,0.42,1.75,2.30,1.51,2.26,0.69,8.76,-7.11,2.77,0.75,2.25,17.00,0.47
loop_10144,1.75,2.13,1.51,2.26,0.25,-0.11,-9.03,-0.05,-0.07,0.00,16.00,0.47,1.75,-1.10,1.51,2.26,1.32,-8.77,-11.88,-2.71,0.55,-1.81,17.00,0.04
loop_10145,1.75,2.11,1.51,2.26,0.26,-0.21,-9.12,-0.05,-0.05,0.00,17.00,0.54,1.75,0.38,1.51,2.26,6.35,-6.68,-7.34,2.89,-0.29,-1.71,17.00,0.27
loop_10146,1.75,2.14,1.51,2.26,0.12,0.15,-9.04,0.04,-0.03,-0.00,17.00,0.32,1.75,0.07,1.51,2.26,7.32,-6.97,-7.48,-2.72,0.06,-0.29,17.00,0.12
loop_10147,1.75,2.19,1.51,2.26,0.06,-0.08,-8.99,-0.01,-0.00,0.00,16.00,0.36,1.75,2.29,1.51,2.26,-4.30,8.73,-5.73,-3.00,0.53,-2.64,17.00,0.13
loop_10148,1.75,2.12,1.51,2.26,0.01,0.06,-9.06,0.01,-0.00,-0.00,17.00,0.13,1.75,0.09,1.51,2.26,5.15,-7.79,-8.08,-2.85,0.12,-0.81,17.00,0.07
loop_10149,1.75,2.07,1.51,2.26,0.07,0.09,-9.08,0.02,-0.01,-0.00,16.00,0.19,1.75,0.38,1.51,2.26,9.73,-1.90,-10.13,-2.92,-0.02,0.14,17.00,0.12
loop_1015,1.75,2.04,1.51,2.26,-0.03,0.03,-9.12,0.00,0.01,0.00,16.00,0.23,1.75,-3.02,1.51,2.26,12.40,1.08,-10.89,2.99,-0.58,-2.65,17.00,0.86
loop_10150,1.75,2.12,1.51,2.26,0.11,0.08,-9.06,0.02,-0.02,-0.00,17.00,0.18,1.75,-1.27,1.51,2.26,2.00,-10.65,-7.61,-2.66,0.26,-0.98,17.00,0.39
loop_10151,1.75,2.09,1.51,2.26,-0.04,0.03,-9.07,0.01,0.01,0.00,16.00,0.11,1.75,1.98,1.51,2.26,-3.76,13.52,-9.37,2.18,0.80,1.36,17.00,0.14
loop_10152,1.75,2.16,1.51,2.26,0.07,0.06,-9.01,0.02,-0.01,-0.00,16.00,0.28,1.75,1.42,1.51,2.26,3.75,9.88,-9.76,2.78,0.31,1.43,17.00,0.19
loop_10153,1.75,2.03,1.51,2.26,0.15,0.11,-9.17,0.02,-0.03,-0.00,16.00,0.40,1.75,-3.04,1.51,2.26,13.18,0.26,-8.99,-2.96,-0.57,2.53,17.00,0.28
loop_10154,1.75,2.10,1.51,2.26,0.06,0.04,-9.05,0.01,-0.01,-0.00,16.00,0.10,1.75,-2.35,1.51,2.26,10.18,6.15,-9.88,2.90,-0.46,-2.19,17.00,0.20
loop_10155,1.75,2.09,1.51,2.26,0.12,0.04,-9.07,-0.00,-0.02,0.00,16.00,0.19,1.75,-2.06,1.51,2.26,10.92,4.72,-8.57,2.87,-0.46,-2.11,17.00,0.07
loop_10156,1.75,2.11,1.51,2.26,0.22,-0.10,-9.06,-0.04,-0.05,0.00,16.00,0.39,1.75,2.25,1.51,2.26,11.47,-2.16,-10.64,-2.92,-0.48,2.30,17.00,0.11
loop_10157,1.75,2.09,1.51,2.26,-0.04,0.05,-9.07,0.02,0.01,0.00,16.00,0.13,1.75,-2.44,1.51,2.26,12.52,6.89,-12.35,2.73,-0.75,-2.16,17.00,0.11
loop_10158,1.75,2.13,1.51,2.26,0.08,-0.01,-9.03,-0.00,-0.01,0.00,16.00,0.17,1.75,2.82,1.51,2.26,15.84,0.93,-14.65,3.09,-0.97,-3.04,17.00,0.55
loop_10159,1.75,2.09,1.51,2.26,0.13,-0.08,-9.11,-0.03,-0.03,0.00,16.00,0.28,1.75,-1.77,1.51,2.26,9.41,5.83,-8.12,2.87,-0.33,-1.78,17.00,0.09
loop_1016,1.75,2.10,1.51,2.26,0.06,0.05,-9.04,0.01,-0.01,-0.00,16.00,0.12,1.75,2.14,1.51,2.26,11.95,-2.83,-12.14,-2.70,-0.63,1.94,17.00,0.14
loop_10160,1.75,2.11,1.51,2.26,0.07,0.07,-9.05,0.02,-0.01,-0.00,16.00,0.14,1.75,-2.34,1.51,2.26,8.83,6.15,-7.97,2.94,-0.36,-2.13,17.00,0.15
loop_10161,1.75,2.08,1.51,2.26,-0.02,0.08,-9.07,0.02,0.01,0.00,16.00,0.17,1.75,0.72,1.51,2.26,11.03,0.59,-8.80,3.06,-0.23,-2.48,14.00,0.09
loop_10162,1.75,2.09,1.51,2.26,0.15,-0.05,-9.10,-0.02,-0.03,0.00,16.00,0.26,1.75,1.08,1.51,2.26,9.73,-9.09,-14.15,-2.28,-0.33,0.69,17.00,0.31
loop_10163,1.75,2.10,1.51,2.26,-0.06,-0.02,-9.03,0.01,0.02,0.00,16.00,0.16,1.75,1.61,1.51,2.26,8.97,-8.95,-19.71,-1.89,-0.52,0.70,17.00,0.22
loop_10164,1.75,2.08,1.51,2.26,0.06,0.23,-9.09,0.06,-0.01,-0.00,16.00,0.38,1.75,3.12,1.51,2.26,10.37,3.64,-8.09,-3.06,-0.49,2.83,17.00,0.21
loop_10165,1.75,2.05,1.51,2.26,0.17,0.02,-9.13,-0.01,-0.04,0.00,16.00,0.35,1.75,-1.62,1.51,2.26,9.05,4.83,-7.27,2.89,-0.27,-1.64,17.00,0.08
loop_10166,1.75,2.09,1.51,2.26,0.01,0.08,-9.07,0.02,0.00,0.00,16.00,0.12,1.75,-3.06,1.51,2.26,14.03,1.28,-12.66,3.01,-0.73,-2.80,17.00,0.65
loop_10167,1.75,2.10,1.51,2.26,0.14,-0.02,-9.10,-0.01,-0.03,0.00,16.00,0.22,1.75,-1.56,1.51,2.26,10.24,8.39,-9.79,2.63,-0.42,-1.37,17.00,0.08
loop_10168,1.75,2.10,1.51,2.26,0.02,0.04,-9.06,0.01,-0.00,-0.00,16.00,0.10,1.75,-2.67,1.51,2.26,12.57,4.08,-11.00,-3.14,-0.69,3.13,17.00,0.39
loop_10169,1.75,2.11,1.51,2.26,0.06,0.01,-9.04,-0.00,-0.01,0.00,16.00,0.11,1.75,-2.19,1.51,2.26,12.54,7.94,-11.59,2.57,-0.69,-1.77,17.00,0.15
loop_1017,1.75,2.11,1.51,2.26,0.03,0.03,-9.05,0.01,-0.01,-0.00,16.00,0.08,1.75,-2.09,1.51,2.26,10.31,8.53,-10.10,2.69,-0.55,-1.78,17.00,0.12
loop_10170,1.75,2.09,1.51,2.26,-0.02,-0.01,-9.07,-0.00,0.00,-0.00,16.00,0.05,1.75,-1.67,1.51,2.26,11.59,7.44,-14.11,2.48,-0.64,-1.52,17.00,0.14
loop_10171,1.75,2.10,1.51,2.26,-0.05,0.02,-9.06,0.01,0.01,0.00,16.00,0.14,1.75,-3.11,1.51,2.26,13.51,2.17,-12.95,3.00,-0.78,-2.79,17.00,0.63
loop_10172,1.75,2.10,1.51,2.26,-0.00,0.04,-9.06,0.01,0.00,0.00,16.00,0.08,1.75,-2.09,1.51,2.26,9.83,7.94,-9.87,2.73,-0.49,-1.76,17.00,0.13
loop_10173,1.75,2.11,1.51,2.26,0.02,0.01,-9.05,0.00,-0.00,-0.00,16.00,0.05,1.75,-2.20,1.51,2.26,12.80,6.70,-13.52,2.57,-0.74,-1.85,17.00,0.17
loop_10174,1.75,2.03,1.51,2.26,0.14,0.08,-9.19,0.00,-0.03,-0.00,16.00,0.41,1.75,3.04,1.51,2.26,13.11,-1.21,-9.35,-2.86,-0.58,2.26,17.00,0.16
loop_10175,1.75,2.05,1.51,2.26,-0.12,0.28,-9.10,0.08,0.04,0.00,16.00,0.55,1.75,-3.08,1.51,2.26,13.51,2.56,-14.89,-2.86,-0.99,2.62,17.00,0.13
loop_10176,1.75,2.08,1.51,2.26,0.15,0.02,-9.13,-0.01,-0.03,0.00,16.00,0.28,1.75,-2.32,1.51,2.26,10.54,3.65,-7.96,3.02,-0.40,-2.55,17.00,0.07
loop_10177,1.75,2.14,1.51,2.26,0.05,-0.01,-9.04,-0.00,-0.01,0.00,16.00,0.19,1.75,-2.29,1.51,2.26,14.71,5.63,-16.05,2.56,-1.07,-2.21,17.00,0.06
loop_10178,1.75,2.09,1.51,2.26,-0.08,0.24,-9.07,0.06,0.03,0.00,16.00,0.44,1.75,-2.65,1.51,2.26,12.17,7.76,-12.27,2.84,-0.82,-2.47,17.00,0.18
loop_10179,1.75,2.10,1.51,2.26,0.07,0.00,-9.07,-0.01,-0.02,0.00,16.00,0.13,1.75,-1.34,1.51,2.26,10.80,8.82,-11.28,2.48,-0.48,-1.23,17.00,0.21
loop_1018,1.75,2.15,1.51,2.26,0.33,-0.14,-9.04,-0.06,-0.08,0.00,16.00,0.57,1.75,2.55,1.51,2.26,13.33,-5.08,-12.96,-2.76,-0.67,2.14,17.00,0.06
loop_10180,1.75,2.06,1.51,2.26,0.11,0.13,-9.15,0.03,-0.02,-0.00,16.00,0.32,1.75,-2.94,1.51,2.26,10.51,4.44,-7.53,3.09,-0.41,-2.87,17.00,0.17
loop_10181,1.75,2.12,1.51,2.26,0.08,0.06,-9.03,0.01,-0.02,-0.00,16.00,0.15,1.75,-2.35,1.51,2.26,12.48,6.47,-11.19,2.69,-0.68,-1.99,17.00,0.12
loop_10182,1.75,1.93,1.51,2.26,0.13,0.36,-9.25,0.07,-0.03,-0.00,16.00,0.86,1.75,2.47,1.51,2.26,10.98,-3.05,-8.37,-2.80,-0.39,1.69,17.00,0.08
loop_10183,1.75,2.11,1.51,2.26,0.01,0.07,-9.06,0.02,0.00,0.00,16.00,0.11,1.75,2.60,1.51,2.26,13.99,0.41,-13.53,-2.95,-0.90,2.74,17.00,0.16
loop_10184,1.75,2.10,1.51,2.26,-0.01,0.06,-9.07,0.01,0.01,0.00,16.00,0.09,1.75,-2.67,1.51,2.26,9.66,5.26,-9.04,3.02,-0.44,-2.60,17.00,0.20
loop_10185,1.75,2.10,1.51,2.26,0.10,0.05,-9.08,0.00,-0.02,-0.00,16.00,0.16,1.75,-2.44,1.51,2.26,12.63,5.32,-10.34,2.91,-0.65,-2.48,17.00,0.19
loop_10186,1.75,2.12,1.51,2.26,0.12,-0.07,-9.09,-0.03,-0.04,0.00,16.00,0.29,1.75,1.21,1.51,2.26,6.21,-11.01,-14.29,-2.39,-0.19,0.46,17.00,0.51
loop_10187,1.75,2.13,1.51,2.26,0.04,0.03,-9.07,0.01,-0.01,-0.00,16.00,0.13,1.75,-2.26,1.51,2.26,13.30,6.52,-12.89,2.71,-0.84,-2.22,17.00,0.08
loop_10188,1.75,2.05,1.51,2.26,0.19,0.08,-9.17,-0.00,-0.04,0.00,16.00,0.43,1.75,1.79,1.51,2.26,9.99,-3.66,-10.31,-2.84,-0.33,1.63,17.00,0.13
loop_10189,1.75,2.10,1.51,2.26,-0.02,0.00,-9.06,0.01,0.01,0.00,16.00,0.09,1.75,1.44,1.51,2.26,8.79,-9.44,-21.37,-1.71,-0.47,0.54,17.00,0.12
loop_1019,1.75,2.06,1.51,2.26,-0.09,0.10,-9.09,0.03,0.03,0.00,16.00,0.26,1.75,-2.87,1.51,2.26,10.59,5.88,-10.37,2.93,-0.61,-2.51,17.00,0.13
loop_10190,1.75,2.12,1.51,2.26,0.29,-0.07,-9.10,-0.05,-0.07,0.00,16.00,0.54,1.75,0.86,1.51,2.26,6.82,-11.06,-13.15,-2.26,-0.01,0.02,17.00,0.35
loop_10191,1.75,2.13,1.51,2.26,0.12,0.10,-9.09,0.03,-0.02,-0.00,16.00,0.24,1.75,1.68,1.51,2.26,13.41,-4.53,-16.29,-2.13,-0.79,1.28,17.00,0.12
loop_10192,1.75,2.15,1.51,2.26,0.39,-0.23,-9.02,-0.08,-0.09,0.00,16.00,0.66,1.75,-1.01,1.51,2.26,7.75,-10.90,-11.05,-2.44,0.01,-0.02,15.00,0.08
loop_10193,1.75,2.08,1.51,2.26,0.04,0.09,-9.08,0.02,-0.01,-0.00,16.00,0.15,1.75,-2.47,1.51,2.26,12.65,5.26,-10.25,2.88,-0.71,-2.46,17.00,0.10
loop_10194,1.75,2.13,1.51,2.26,0.00,0.07,-9.04,0.02,0.01,0.00,16.00,0.19,1.75,0.28,1.51,2.26,12.49,4.32,-9.64,2.96,-0.39,-2.29,14.00,0.03
loop_10195,1.75,2.11,1.51,2.26,0.10,0.10,-9.05,0.02,-0.01,-0.00,16.00,0.19,1.75,-2.29,1.51,2.26,13.54,4.71,-11.34,3.00,-0.76,-2.79,17.00,0.27
loop_10196,1.75,2.07,1.51,2.26,-0.11,0.27,-9.08,0.08,0.04,0.00,16.00,0.53,1.75,1.69,1.51,2.26,12.55,-2.15,-16.88,-2.02,-0.84,1.23,17.00,0.17
loop_10197,1.75,2.10,1.51,2.26,0.07,-0.02,-9.05,-0.01,-0.01,0.00,16.00,0.10,1.75,-2.66,1.51,2.26,14.03,2.65,-11.46,2.80,-0.66,-2.21,17.00,0.63
loop_10198,1.75,2.15,1.51,2.26,0.11,-0.04,-8.97,-0.01,-0.02,0.00,16.00,0.27,1.75,-2.00,1.51,2.26,13.99,3.98,-13.76,2.84,-0.90,-2.52,17.00,0.21
loop_10199,1.75,2.11,1.51,2.26,0.02,-0.04,-9.05,-0.01,-0.00,0.00,16.00,0.08,1.75,-1.80,1.51,2.26,11.06,7.02,-12.04,2.64,-0.61,-1.77,17.00,0.16
loop_102,1.75,1.97,1.51,2.26,0.12,0.32,-9.25,0.06,-0.03,-0.00,16.00,0.73,1.75,2.99,1.51,2.26,12.16,-1.77,-8.27,-2.87,-0.48,2.11,17.00,0.12
loop_1020,1.75,2.12,1.51,2.26,0.01,0.05,-9.06,0.01,0.00,0.00,16.00,0.11,1.75,3.00,1.51,2.26,9.93,-0.69,-9.99,-3.09,-0.29,2.77,17.00,0.90
loop_10200,1.75,2.12,1.51,2.26,0.07,0.09,-9.04,0.02,-0.01,-0.00,16.00,0.16,1.75,2.40,1.51,2.26,14.25,-3.71,-17.08,-2.30,-0.96,1.71,17.00,0.06
loop_10201,1.75,2.12,1.51,2.26,0.22,0.03,-9.15,-0.04,-0.07,0.00,16.00,0.58,1.75,0.59,1.51,2.26,-1.25,-12.57,-15.38,-2.32,0.37,-0.81,17.00,0.11
loop_10202,1.75,2.10,1.51,2.26,0.22,-0.11,-9.07,-0.04,-0.06,0.00,17.00,0.37,1.75,-0.34,1.51,2.26,-1.02,-10.16,-12.10,-2.99,0.30,-2.19,17.00,0.36
loop_10203,1.75,2.11,1.51,2.26,-0.11,0.04,-9.06,0.02,0.03,0.00,16.00,0.22,1.75,9.04,1.51,2.26,-5.10,8.22,-6.37,-2.84,0.57,-2.18,17.00,0.29
loop_10204,1.75,2.16,1.51,2.26,0.02,0.09,-9.08,0.02,-0.01,-0.00,17.00,0.24,1.75,-0.78,1.51,2.26,5.33,-11.34,-8.99,-2.60,0.15,-0.52,17.00,0.51
loop_10205,1.75,2.12,1.51,2.26,0.09,-0.04,-9.03,-0.01,-0.02,0.00,17.00,0.15,1.75,0.71,1.51,2.26,6.83,-9.05,-7.69,-2.78,0.02,-0.13,17.00,0.04
loop_10206,1.75,2.14,1.51,2.26,0.01,0.06,-9.04,0.01,-0.00,-0.00,17.00,0.16,1.75,-2.00,1.51,2.26,11.90,0.42,-6.88,2.94,-0.42,-2.25,17.00,0.21
loop_10207,1.75,2.13,1.51,2.26,-0.04,-0.03,-9.05,0.00,0.02,0.00,16.00,0.21,1.75,-0.33,1.51,2.26,7.13,8.23,-9.86,2.97,-0.01,-0.08,17.00,0.18
loop_10208,1.75,2.09,1.51,2.26,-0.00,-0.04,-9.06,-0.01,0.00,-0.00,16.00,0.05,1.75,1.98,1.51,2.26,-8.86,12.97,-14.47,2.05,1.23,1.72,17.00,0.23
loop_10209,1.75,2.14,1.51,2.26,0.02,0.17,-9.07,0.03,-0.01,-0.00,17.00,0.23,1.75,-0.65,1.51,2.26,3.10,-12.83,-11.48,-2.37,0.16,-0.38,17.00,0.23
loop_1021,1.75,2.16,1.51,2.26,0.04,-0.01,-9.04,0.00,-0.00,-0.00,16.00,0.24,1.75,-2.31,1.51,2.26,13.45,5.53,-14.38,2.74,-0.95,-2.39,17.00,0.16
loop_10210,1.75,2.12,1.51,2.26,-0.03,0.04,-9.06,0.02,0.01,0.00,16.00,0.15,1.75,9.01,1.51,2.26,-4.39,9.33,-5.49,-2.92,0.41,-2.16,17.00,0.13
loop_10211,1.75,0.37,1.51,2.26,-0.08,0.34,-10.62,0.08,0.02,0.00,18.00,0.52,1.75,2.09,1.51,2.26,-9.94,-2.29,-11.08,-2.87,0.29,-1.63,17.00,0.20
loop_10212,1.75,2.16,1.51,2.26,0.03,-0.06,-9.03,-0.01,-0.00,0.00,16.00,0.26,1.75,3.09,1.51,2.26,-0.49,9.95,-5.63,-3.04,0.15,-1.92,17.00,0.23
loop_10213,1.75,2.13,1.51,2.26,0.01,0.09,-9.06,0.02,-0.01,-0.00,17.00,0.17,1.75,0.32,1.51,2.26,4.43,-10.24,-9.72,-2.59,0.22,-0.73,17.00,0.15
loop_10214,1.75,0.35,1.51,2.26,-0.07,0.08,-10.58,0.03,0.01,0.00,18.00,0.28,1.75,-2.02,1.51,2.26,-8.98,7.52,-13.01,2.53,0.26,0.80,17.00,0.14
loop_10215,1.75,2.06,1.51,2.26,-0.07,-0.09,-9.05,-0.01,0.02,-0.00,16.00,0.18,1.75,2.55,1.51,2.26,-10.02,1.90,-11.00,-2.54,0.62,-1.60,17.00,0.16
loop_10216,1.75,2.12,1.51,2.26,0.00,-0.00,-9.03,0.01,0.00,0.00,16.00,0.14,1.75,-1.72,1.51,2.26,-3.95,11.44,-3.18,2.81,0.29,1.43,18.00,0.16
loop_10217,1.75,2.10,1.51,2.26,0.04,0.02,-9.06,0.00,-0.01,-0.00,16.00,0.06,1.75,1.24,1.51,2.26,10.24,2.24,-10.67,-3.00,-0.14,1.62,17.00,0.08
loop_10218,1.75,2.05,1.51,2.26,-0.16,0.05,-9.09,0.03,0.04,0.00,16.00,0.31,1.75,1.36,1.51,2.26,3.74,10.94,-4.43,2.83,0.25,1.38,17.00,0.05
loop_10219,1.75,2.14,1.51,2.26,0.17,0.03,-9.01,-0.01,-0.03,0.00,16.00,0.28,1.75,9.05,1.51,2.26,-4.31,7.54,-4.82,-2.86,0.59,-2.28,17.00,0.10
loop_1022,1.75,2.10,1.51,2.26,0.14,0.11,-9.07,0.02,-0.02,-0.00,16.00,0.22,1.75,2.79,1.51,2.26,10.16,2.60,-7.58,-3.06,-0.37,2.70,17.00,0.37
loop_10220,1.75,2.09,1.51,2.26,-0.06,0.10,-9.08,0.02,0.02,0.00,16.00,0.18,1.75,1.48,1.51,2.26,9.79,2.69,-13.02,-2.94,-0.26,1.83,17.00,0.08
loop_10221,1.75,2.10,1.51,2.26,-0.01,0.01,-9.05,0.00,0.00,0.00,16.00,0.05,1.75,2.18,1.51,2.26,2.26,9.63,-4.74,3.06,0.32,2.65,17.00,0.17
loop_10222,1.75,2.10,1.51,2.26,-0.01,0.00,-9.04,0.00,0.00,0.00,16.00,0.06,1.75,1.62,1.51,2.26,3.02,9.92,-7.27,2.77,0.47,1.82,17.00,0.08
loop_10223,1.75,2.11,1.51,2.26,0.14,-0.02,-9.08,-0.02,-0.03,0.00,16.00,0.23,1.75,-0.02,1.51,2.26,3.39,-9.58,-12.86,-2.72,0.22,-0.97,17.00,0.04
loop_10224,1.75,2.11,1.51,2.26,0.06,0.01,-9.04,0.00,-0.01,-0.00,17.00,0.10,1.75,-0.82,1.51,2.26,2.57,-10.16,-6.71,-2.78,0.16,-0.84,17.00,0.45
